pareto_rank,d1,d2,d3,d4_1,d4_2,d4_3,d4_4,d4_5,d4_6,d5,d6,d7_1,d7_2,d7_3,d7_4,d7_5,d7_6,d8,total_operating_cost_per_hr,certification_schedule_yrs,propulsion_reliability,system_durability_yrs
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,0,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,0,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,2,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,0,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,0,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,1,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,1,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,2,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,2,0,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,2,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,2,1,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,2,1,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,2,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,2,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,2,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,2,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,1,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,1,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,0,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,1,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,1,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,1,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,2,0,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,2,0,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,2,0,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,2,1,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,2,1,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,2,1,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,2,2,0,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,2,2,1,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,1,0,0,1,2,2,2,2,1,1500,7,0.9910196828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,1,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,1,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,1,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,1,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,1,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,0,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,0,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,0,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,0,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,0,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,1,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,1,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,1,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,1,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,1,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,2,0,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,2,0,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,2,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,2,1,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,2,1,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,2,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,2,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,2,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,0,1,2,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,0,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,0,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,0,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,0,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,0,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,1,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,1,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,1,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,1,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,1,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,2,0,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,2,0,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,2,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,2,1,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,2,1,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,2,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,2,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,2,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,0,2,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,0,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,0,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,0,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,0,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,0,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,1,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,1,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,1,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,1,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,1,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,2,0,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,2,0,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,2,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,2,1,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,2,1,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,2,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,2,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,2,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,1,2,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,0,0,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,0,0,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,0,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,0,1,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,0,1,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,0,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,0,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,0,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,0,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,1,0,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,1,0,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,1,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,1,1,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,1,1,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,1,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,1,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,1,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,1,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,2,0,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,2,0,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,2,0,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,2,1,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,2,1,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,2,1,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,2,2,0,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,2,2,1,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,0,1,0,0,2,0,0,1,2,2,2,2,1,1555,8.5,0.99101996828736,8.5
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,2,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,2,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,2,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,2,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,2,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,2,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,2,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,0,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,0,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,1,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,2,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,2,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,2,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,2,0,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,2,1,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,2,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1450,5.5,0.9910189296984,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,2,1,1465,5.5,0.9910190486207999,8
1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,1,1465,5.5,0.9910190486207999,8
